"","wavelength","radiance","norm_radiance"
"434",659,1.41974e-06,0.0671783050888961
"435",660,8.34719e-07,0.0522561157736673
"436",661,7.36956e-07,0.0497624651286055
"437",662,1.34768e-06,0.0653402634424332
"438",663,1.11514e-06,0.0594088423423986
"439",664,1.27103e-06,0.0633851442056668
"440",665,1.35286e-06,0.0654723902219041
"441",666,8.89388e-07,0.0536505634390917
"442",667,1.28444e-06,0.0637271944204749
"443",668,1.1148e-06,0.0594001699283021
"444",669,8.66663e-07,0.0530709145851385
"445",670,9.9776e-07,0.0564148189110662
"446",671,9.5581e-07,0.0553447960541536
"447",672,4.70252e-07,0.0429596194544694
"448",673,9.79713e-07,0.0559544922722414
"449",674,9.77983e-07,0.0559103649887501
"450",675,5.44111e-07,0.0448435483743432
"451",676,1.17974e-06,0.0610566010207431
"452",677,7.7316e-07,0.0506859241872864
"453",678,1.15488e-06,0.0604224945076836
"454",679,6.12505e-07,0.0465880809911651
"455",680,1.1332e-06,0.0598695005735271
"456",681,9.33989e-07,0.0547882056188571
"457",682,7.24991e-07,0.0494572726737078
"458",683,4.53827e-07,0.0425406653323052
"459",684,7.73204e-07,0.0506870464996989
"460",685,1.12172e-06,0.0595766790622672
"461",686,9.54702e-07,0.055316534187039
"462",687,7.47083e-07,0.0500207755331813
"463",688,2.3706e-07,0.0370115677250498
"464",689,1.09333e-06,0.0588525324852052
"465",690,3.22156e-07,0.0391821199308145
"466",691,9.15014e-07,0.0543042083909688
"467",692,2.71003e-07,0.0378773552299886
"468",693,6.01497e-07,0.0463072988312392
"469",694,8.5042e-07,0.052656602755226
"470",695,5.72512e-07,0.0455679755295083
"471",696,2.65606e-07,0.037739693409756
"472",697,6.81452e-07,0.048346719034444
"473",698,4.59848e-07,0.042694243583115
"474",699,3.15722e-07,0.0390180072475875
"475",700,6.37433e-07,0.0472239219870439
