"","wavelength","radiance","norm_radiance"
"292",517,3.16832e-06,0.129881465356489
"293",518,3.17086e-06,0.129952958243369
"294",519,3.05218e-06,0.126612495324112
"295",520,2.9848e-06,0.124715963545383
"296",521,2.9341e-06,0.12328892048837
"297",522,2.90276e-06,0.122406799592772
"298",523,2.73301e-06,0.117628879298334
"299",524,2.95483e-06,0.123872403773811
"300",525,2.53666e-06,0.112102253968066
"301",526,2.76602e-06,0.118558005359715
"302",527,2.43682e-06,0.109292076871179
"303",528,2.58006e-06,0.113323825342314
"304",529,2.53612e-06,0.112087054692903
"305",530,2.58243e-06,0.113390533272198
"306",531,2.49627e-06,0.110965404479452
"307",532,2.30282e-06,0.105520404886173
"308",533,2.43718e-06,0.109302209721287
"309",534,2.60818e-06,0.114115313523048
"310",535,2.7019e-06,0.116753232168084
"311",536,2.98454e-06,0.12470864537586
"312",537,3.32859e-06,0.134392553931391
"313",538,3.76488e-06,0.146672723859287
"314",539,4.74551e-06,0.174274326088064
"315",540,6.90386e-06,0.23502498451222
"316",541,9.87029e-06,0.318520513814312
"317",542,1.19349e-05,0.376632690657315
"318",543,1.25719e-05,0.394562205989021
"319",544,1.24719e-05,0.391747525403196
"320",545,1.6234e-05,0.497638623722522
"321",546,1.81885e-05,0.552651555772474
"322",547,1.56113e-05,0.480111607714589
"323",548,1.25822e-05,0.394852118089361
"324",549,8.70957e-06,0.285849953318522
"325",550,6.46177e-06,0.222581563110346
"326",551,5.01738e-06,0.181926598196747
"327",552,4.12978e-06,0.156943493316963
"328",553,3.6012e-06,0.142065654676409
"329",554,3.02759e-06,0.125920365368057
"330",555,2.2313e-06,0.103507345331191
"331",556,1.99115e-06,0.0967478899043318
"332",557,1.59397e-06,0.0855685415535517
"333",558,1.52556e-06,0.0836430185647887
"334",559,1.53134e-06,0.0838057071026494
"335",560,1.70946e-06,0.0888192161621211
"336",561,1.70458e-06,0.0886818597495328
"337",562,1.35321e-06,0.0787919165751192
"338",563,1.68509e-06,0.0881332785033555
"339",564,1.76902e-06,0.0904956399190385
"340",565,1.15431e-06,0.0731935168899131
"341",566,1.3393e-06,0.0784003945056309
"342",567,2.07001e-06,0.0989675470143135
"343",568,2.11905e-06,0.100347866373602
"344",569,1.24511e-06,0.0757492468618422
"345",570,1.25739e-06,0.0760948896377816
"346",571,1.25333e-06,0.0759806136059971
"347",572,1.26025e-06,0.0761753895025361
"348",573,1.06709e-06,0.0707385524829564
"349",574,1.18217e-06,0.0739776869011239
"350",575,1.57389e-06,0.085003353691918
"351",576,1.41542e-06,0.080542929367561
"352",577,2.04553e-06,0.0982785132069035
"353",578,2.19471e-06,0.102477453704837
"354",579,2.69236e-06,0.116484711640196
"355",580,2.39385e-06,0.108082608623449
"356",581,1.96075e-06,0.095892227006241
"357",582,1.89864e-06,0.094144028894385
"358",583,2.11337e-06,0.100187992516327
"359",584,2.04437e-06,0.0982458629121079
"360",585,2.32597e-06,0.106172003441791
"361",586,1.83221e-06,0.0922742365812214
"362",587,1.99118e-06,0.0967487343085076
"363",588,2.06755e-06,0.0988983058719022
"364",589,2.02328e-06,0.0976522467765574
"365",590,1.71856e-06,0.0890753520954312
"366",591,1.64647e-06,0.0870462488611099
"367",592,1.52479e-06,0.0836213455242779
"368",593,1.82962e-06,0.0922013363540485
"369",594,1.71691e-06,0.0890289098657651
"370",595,1.30216e-06,0.0773550221360555
"371",596,1.42137e-06,0.0807104028624176
"372",597,1.09677e-06,0.0715739496808293
"373",598,1.1076e-06,0.0718787795882741
"374",599,9.09758e-07,0.0663101592236661
"375",600,9.38592e-07,0.0671217442237829
"376",601,1.07201e-06,0.070877034767779
"377",602,6.18484e-07,0.0581117264941099
"378",603,1.14399e-06,0.0729030418534559
"379",604,7.21066e-07,0.060999082132661
"380",605,1.05314e-06,0.0703459045412338
"381",606,6.26588e-07,0.0583398282087851
"382",607,8.87721e-07,0.0656898880629678
"383",608,1.20365e-06,0.0745822802909592
"384",609,1.61812e-06,0.0862482869150284
"385",610,2.53102e-06,0.111943505983026
"386",611,4.1151e-06,0.156530298206964
"387",612,4.32107e-06,0.162327695809588
"388",613,3.87177e-06,0.149681335937476
"389",614,3.01923e-06,0.125685058071082
"390",615,2.23812e-06,0.103699306547144
"391",616,1.80531e-06,0.0915170875036345
"392",617,1.15543e-06,0.0732250413124743
"393",618,9.13173e-07,0.066406280565672
"394",619,1.12628e-06,0.0724045619217063
"395",620,6.88809e-07,0.0600911506160914
"396",621,1.23714e-06,0.075524916819152
"397",622,4.41358e-07,0.0531261953596613
"398",623,7.84524e-07,0.0627852221388139
"399",624,9.22299e-07,0.0666631483159344
"400",625,6.38778e-07,0.0586829377721972
"401",626,1.12226e-06,0.0722914117621561
"402",627,6.02734e-07,0.0576684143018424
"403",628,7.6454e-07,0.0622227363705426
"404",629,7.13266e-07,0.0607795370469666
"405",630,8.00244e-07,0.0632276899269056
"406",631,7.38931e-07,0.0615019248193186
"407",632,5.29273e-07,0.0556007217966894
"408",633,4.6119e-07,0.0536844028134421
"409",634,3.62073e-07,0.0508945758571899
"410",635,5.32565e-09,0.0408532774562943
"411",636,3.12522e-07,0.0494998734801077
"412",637,2.68836e-08,0.0414600648896462
"413",638,1.02333e-07,0.0435837245035677
"414",639,3.13581e-07,0.0495296809475115
"415",640,3.07202e-07,0.0493501324729418
"416",641,2.90204e-07,0.0488716930669632
"417",642,1.19969e-07,0.0440801215716839
"418",643,2.71633e-07,0.0483489787353696
"419",644,1.62869e-07,0.0452876195430028
"420",645,3.32899e-07,0.0500734209430812
"421",646,3.06399e-07,0.0493275305878376
"422",647,2.29218e-07,0.0471551319648919
"423",648,1.9918e-07,0.0463096582105218
"424",649,-4.19881e-08,0.0395215465206185
"425",650,2.34061e-08,0.0413621843722742
"426",651,1.19657e-07,0.0440713397682561
"427",652,1.33036e-07,0.0444479158838336
"428",653,2.52737e-07,0.0478171166918721
"429",654,1.06792e-07,0.0437092311108897
"430",655,1.34361e-07,0.0444852104015958
"431",656,5.08385e-08,0.0421343188093
"432",657,1.05654e-07,0.043677200045823
"433",658,2.47261e-07,0.0476629847829923
"434",659,-1.12925e-08,0.040385529614521
"435",660,4.72206e-07,0.0539944680267766
"436",661,8.83343e-08,0.0431897058123999
"437",662,9.99803e-08,0.043517503513425
"438",663,4.90514e-08,0.0420840176525508
"439",664,1.10141e-07,0.043803494763709
"440",665,-2.41035e-07,0.0339190120696318
"441",666,5.07753e-08,0.0421325399311698
"442",667,6.88965e-08,0.0426425938294883
"443",668,3.73199e-07,0.0512077372191688
"444",669,-1.35202e-07,0.0368978729740281
"445",670,2.0706e-07,0.0465314550406848
"446",671,-1.29688e-07,0.0370530744615305
"447",672,-3.21556e-07,0.0316526031151196
"448",673,2.68875e-07,0.0482713498448126
"449",674,1.30297e-08,0.0410701218559666
"450",675,7.57132e-09,0.040916485893806
"451",676,2.2324e-07,0.0469868703594713
"452",677,3.54199e-07,0.050672947907862
"453",678,-2.94785e-07,0.0324061212547508
"454",679,8.04972e-09,0.0409299513257286
"455",680,-5.79134e-08,0.0390733001932841
"456",681,4.30589e-08,0.0419153479184452
"457",682,-1.72258e-07,0.0358548649361448
"458",683,-8.76571e-08,0.0382361100438781
"459",684,1.96322e-07,0.0462292146393789
"460",685,-1.93232e-07,0.0352645138300738
"461",686,1.4485e-07,0.044780442248243
"462",687,2.80828e-07,0.0486077886152363
"463",688,-3.09368e-08,0.0398326053161998
"464",689,-2.76022e-07,0.0329342397730692
"465",690,-1.828e-07,0.0355581413087871
"466",691,6.27617e-08,0.0424699188049091
"467",692,2.26863e-08,0.0413419243014174
"468",693,-1.15094e-07,0.0374638489462258
"469",694,3.92246e-07,0.0517438494303509
"470",695,2.97054e-07,0.0490644986870922
"471",696,-2.31291e-07,0.0341932745459146
"472",697,2.81123e-07,0.0486160919229644
"473",698,-1.12143e-07,0.0375469101703135
"474",699,1.65507e-07,0.0453618708168569
"475",700,-1.67071e-07,0.0360008624181315
