,time,code,class,light_order,light_colour,light_type,type_order,light_side,control_side,species,trial_number,wing_length,mls,light_mode,control_light,LightFact,TypeFact,total_new
273,600,END,0,4,white,continuous,2,left,right,spotted,17,18.007,under,on,control,white,continuous,300
274,600,END,0,1,amber,flashing,1,right,left,spotted,17,18.007,under,on,control,amber,flashing,300
275,600,END,0,6,blue,flashing,1,left,right,spotted,17,18.007,under,on,light,blue,flashing,300
276,600,END,0,2,green,flashing,1,left,right,spotted,17,18.007,under,on,light,green,flashing,300
277,600,END,0,4,red,flashing,1,left,right,spotted,17,18.007,under,on,light,red,flashing,300
278,600,END,0,5,royalblue,flashing,1,right,left,spotted,17,18.007,under,on,control,royalblue,flashing,300
279,600,END,0,1,white,flashing,1,right,left,spotted,17,18.007,under,on,control,white,flashing,300
280,600,END,0,4,amber,continuous,1,right,left,spotted,18,13.458,under,on,light,amber,continuous,300
281,600,END,0,6,blue,continuous,1,right,left,spotted,18,13.458,under,on,light,blue,continuous,300
282,600,END,0,2,green,continuous,1,right,left,spotted,18,13.458,under,on,light,green,continuous,300
283,600,END,0,3,red,continuous,1,left,right,spotted,18,13.458,under,on,control,red,continuous,300
284,600,END,0,5,royalblue,continuous,1,left,right,spotted,18,13.458,under,on,light,royalblue,continuous,300
285,600,END,0,1,white,continuous,1,left,right,spotted,18,13.458,under,on,control,white,continuous,300
286,600,END,0,4,amber,flashing,2,right,left,spotted,18,13.458,under,on,control,amber,flashing,300
287,600,END,0,6,blue,flashing,2,right,left,spotted,18,13.458,under,on,control,blue,flashing,300
288,600,END,0,5,green,flashing,2,left,right,spotted,18,13.458,under,on,light,green,flashing,300
289,600,END,0,1,red,flashing,2,left,right,spotted,18,13.458,under,on,light,red,flashing,300
290,600,END,0,2,royalblue,flashing,2,right,left,spotted,18,13.458,under,on,control,royalblue,flashing,300
291,600,END,0,3,white,flashing,2,left,right,spotted,18,13.458,under,on,light,white,flashing,300
292,600,END,0,2,amber,continuous,1,right,left,blonde,20,27.627,under,on,control,amber,continuous,300
293,600,END,0,6,green,continuous,1,right,left,blonde,20,27.627,under,on,control,green,continuous,300
294,600,END,0,4,red,continuous,1,right,left,blonde,20,27.627,under,on,control,red,continuous,300
295,600,END,0,5,royalblue,continuous,1,left,right,blonde,20,27.627,under,on,light,royalblue,continuous,300
296,600,END,0,3,white,continuous,1,left,right,blonde,20,27.627,under,on,light,white,continuous,300
297,600.245,END,0,2,amber,flashing,2,right,left,blonde,20,27.627,under,on,light,amber,flashing,300
298,600.249,END,0,5,green,flashing,2,right,left,blonde,20,27.627,under,on,light,green,flashing,300
299,600.249,END,0,6,royalblue,flashing,2,left,right,blonde,20,27.627,under,on,control,royalblue,flashing,300
300,600.667,END,0,5,green,continuous,2,right,left,spotted,21,31.901,under,on,light,green,continuous,300
301,601,END,0,6,red,continuous,2,left,right,spotted,21,31.901,under,on,control,red,continuous,300
302,601.867,END,0,4,royalblue,continuous,2,left,right,spotted,21,31.901,under,on,control,royalblue,continuous,300
303,600.203,END,0,6,amber,flashing,1,left,right,spotted,21,31.901,under,on,light,amber,flashing,300
304,600,END,0,5,amber,continuous,1,left,right,spotted,22,29.018,under,on,light,amber,continuous,300
305,600,END,0,4,blue,continuous,1,right,left,spotted,22,29.018,under,on,control,blue,continuous,300
306,600,END,0,1,green,continuous,1,left,right,spotted,22,29.018,under,on,light,green,continuous,300
307,600,END,0,6,red,continuous,1,right,left,spotted,22,29.018,under,on,control,red,continuous,300
308,601.544,END,0,2,royalblue,continuous,1,right,left,spotted,22,29.018,under,on,control,royalblue,continuous,300
309,600,END,0,3,white,continuous,1,left,right,spotted,22,29.018,under,on,light,white,continuous,300
310,600.625,END,0,4,amber,flashing,2,right,left,spotted,22,29.018,under,on,control,amber,flashing,300
311,600,END,0,5,blue,flashing,2,left,right,spotted,22,29.018,under,on,light,blue,flashing,300
312,600,END,0,2,green,flashing,2,right,left,spotted,22,29.018,under,on,control,green,flashing,300
313,600,END,0,6,red,flashing,2,right,left,spotted,22,29.018,under,on,control,red,flashing,300
314,600,END,0,3,royalblue,flashing,2,left,right,spotted,22,29.018,under,on,light,royalblue,flashing,300
315,600,END,0,1,white,flashing,2,left,right,spotted,22,29.018,under,on,light,white,flashing,300
316,599.139,END,0,1,green,continuous,2,right,left,spotted,23,48.91,over,on,light,green,continuous,300
317,603.769,END,0,5,red,continuous,2,right,left,spotted,23,48.91,over,on,light,red,continuous,300
318,601.703,END,0,2,royalblue,continuous,2,left,right,spotted,23,48.91,over,on,control,royalblue,continuous,300
319,600,END,0,6,amber,flashing,1,left,right,spotted,23,48.91,over,on,control,amber,flashing,300
320,600,END,0,4,blue,flashing,1,left,right,spotted,23,48.91,over,on,control,blue,flashing,300
321,600,END,0,5,green,flashing,1,right,left,spotted,23,48.91,over,on,light,green,flashing,300
322,600,END,0,3,red,flashing,1,right,left,spotted,23,48.91,over,on,light,red,flashing,300
323,600,END,0,2,royalblue,flashing,1,left,right,spotted,23,48.91,over,on,control,royalblue,flashing,300
324,599.749,END,0,4,royalblue,continuous,2,right,left,blonde,24,24.916,under,on,light,royalblue,continuous,300
325,600,END,0,6,red,flashing,1,right,left,blonde,24,24.916,under,on,light,red,flashing,300
326,600,END,0,4,royalblue,flashing,1,right,left,blonde,24,24.916,under,on,light,royalblue,flashing,300
327,601.3,END,0,2,blue,continuous,1,left,right,blonde,25,28.174,under,on,light,blue,continuous,300
328,601.3,END,0,3,green,continuous,1,right,left,blonde,25,28.174,under,on,control,green,continuous,300
329,601.3,END,0,6,red,continuous,1,left,right,blonde,25,28.174,under,on,light,red,continuous,300
330,601.3,END,0,4,royalblue,continuous,1,left,right,blonde,25,28.174,under,on,light,royalblue,continuous,300
331,601.3,END,0,5,white,continuous,1,right,left,blonde,25,28.174,under,on,control,white,continuous,300
332,602.052,END,0,6,white,flashing,2,left,right,blonde,25,28.174,under,on,control,white,flashing,300
333,600.239,END,0,6,amber,continuous,2,right,left,blonde,26,20.015,under,on,light,amber,continuous,300
334,600.239,END,0,3,blue,continuous,2,left,right,blonde,26,20.015,under,on,control,blue,continuous,300
335,600.239,END,0,2,green,continuous,2,right,left,blonde,26,20.015,under,on,light,green,continuous,300
336,600.239,END,0,5,red,continuous,2,left,right,blonde,26,20.015,under,on,control,red,continuous,300
337,600.239,END,0,4,royalblue,continuous,2,right,left,blonde,26,20.015,under,on,light,royalblue,continuous,300
338,603.939,END,0,6,amber,flashing,1,right,left,blonde,26,20.015,under,on,light,amber,flashing,300
339,603.939,END,0,2,green,flashing,1,right,left,blonde,26,20.015,under,on,light,green,flashing,300
340,603.939,END,0,3,red,flashing,1,left,right,blonde,26,20.015,under,on,control,red,flashing,300
341,603.939,END,0,4,royalblue,flashing,1,right,left,blonde,26,20.015,under,on,light,royalblue,flashing,300
342,603.939,END,0,5,white,flashing,1,left,right,blonde,26,20.015,under,on,control,white,flashing,300
343,599.268,END,0,4,amber,continuous,2,left,right,spotted,27,24.797,under,on,light,amber,continuous,300
344,599.268,END,0,3,blue,continuous,2,right,left,spotted,27,24.797,under,on,control,blue,continuous,300
345,599.268,END,0,6,green,continuous,2,left,right,spotted,27,24.797,under,on,light,green,continuous,300
346,599.268,END,0,1,red,continuous,2,right,left,spotted,27,24.797,under,on,control,red,continuous,300
347,599.268,END,0,2,royalblue,continuous,2,left,right,spotted,27,24.797,under,on,light,royalblue,continuous,300
348,599.268,END,0,5,white,continuous,2,right,left,spotted,27,24.797,under,on,control,white,continuous,300
349,601.755,END,0,3,amber,flashing,1,right,left,spotted,27,24.797,under,on,light,amber,flashing,300
350,601.755,END,0,6,blue,flashing,1,left,right,spotted,27,24.797,under,on,control,blue,flashing,300
351,601.755,END,0,4,green,flashing,1,left,right,spotted,27,24.797,under,on,control,green,flashing,300
352,601.755,END,0,5,red,flashing,1,right,left,spotted,27,24.797,under,on,light,red,flashing,300
353,601.755,END,0,1,royalblue,flashing,1,right,left,spotted,27,24.797,under,on,light,royalblue,flashing,300
354,601.755,END,0,2,white,flashing,1,left,right,spotted,27,24.797,under,on,control,white,flashing,300
