"","code","class","light_order","light_colour","light_type","type_order","light_side","control_side","species","trial_number","wing_length","mls","light_mode","control_light","LightFact","TypeFact","total_new"
"277","END",0,"4","red","flashing","1","left","right","spotted","17",18.007,"under","on","light","red","flashing",300
"278","END",0,"5","royalblue","flashing","1","right","left","spotted","17",18.007,"under","on","control","royalblue","flashing",300
"279","END",0,"1","white","flashing","1","right","left","spotted","17",18.007,"under","on","control","white","flashing",300
"280","END",0,"4","amber","continuous","1","right","left","spotted","18",13.458,"under","on","light","amber","continuous",300
"281","END",0,"6","blue","continuous","1","right","left","spotted","18",13.458,"under","on","light","blue","continuous",300
"282","END",0,"2","green","continuous","1","right","left","spotted","18",13.458,"under","on","light","green","continuous",300
"283","END",0,"3","red","continuous","1","left","right","spotted","18",13.458,"under","on","control","red","continuous",300
"284","END",0,"5","royalblue","continuous","1","left","right","spotted","18",13.458,"under","on","light","royalblue","continuous",300
"285","END",0,"1","white","continuous","1","left","right","spotted","18",13.458,"under","on","control","white","continuous",300
"286","END",0,"4","amber","flashing","2","right","left","spotted","18",13.458,"under","on","control","amber","flashing",300
"287","END",0,"6","blue","flashing","2","right","left","spotted","18",13.458,"under","on","control","blue","flashing",300
"288","END",0,"5","green","flashing","2","left","right","spotted","18",13.458,"under","on","light","green","flashing",300
"289","END",0,"1","red","flashing","2","left","right","spotted","18",13.458,"under","on","light","red","flashing",300
"290","END",0,"2","royalblue","flashing","2","right","left","spotted","18",13.458,"under","on","control","royalblue","flashing",300
"291","END",0,"3","white","flashing","2","left","right","spotted","18",13.458,"under","on","light","white","flashing",300
"292","END",0,"2","amber","continuous","1","right","left","blonde","20",27.627,"under","on","control","amber","continuous",300
"293","END",0,"6","green","continuous","1","right","left","blonde","20",27.627,"under","on","control","green","continuous",300
"294","END",0,"4","red","continuous","1","right","left","blonde","20",27.627,"under","on","control","red","continuous",300
"295","END",0,"5","royalblue","continuous","1","left","right","blonde","20",27.627,"under","on","light","royalblue","continuous",300
"296","END",0,"3","white","continuous","1","left","right","blonde","20",27.627,"under","on","light","white","continuous",300
"297","END",0,"2","amber","flashing","2","right","left","blonde","20",27.627,"under","on","light","amber","flashing",300
"298","END",0,"5","green","flashing","2","right","left","blonde","20",27.627,"under","on","light","green","flashing",300
"299","END",0,"6","royalblue","flashing","2","left","right","blonde","20",27.627,"under","on","control","royalblue","flashing",300
"300","END",0,"5","green","continuous","2","right","left","spotted","21",31.901,"under","on","light","green","continuous",300
"301","END",0,"6","red","continuous","2","left","right","spotted","21",31.901,"under","on","control","red","continuous",300
"302","END",0,"4","royalblue","continuous","2","left","right","spotted","21",31.901,"under","on","control","royalblue","continuous",300
"303","END",0,"6","amber","flashing","1","left","right","spotted","21",31.901,"under","on","light","amber","flashing",300
"304","END",0,"5","amber","continuous","1","left","right","spotted","22",29.018,"under","on","light","amber","continuous",300
"305","END",0,"4","blue","continuous","1","right","left","spotted","22",29.018,"under","on","control","blue","continuous",300
"306","END",0,"1","green","continuous","1","left","right","spotted","22",29.018,"under","on","light","green","continuous",300
"307","END",0,"6","red","continuous","1","right","left","spotted","22",29.018,"under","on","control","red","continuous",300
"308","END",0,"2","royalblue","continuous","1","right","left","spotted","22",29.018,"under","on","control","royalblue","continuous",300
"309","END",0,"3","white","continuous","1","left","right","spotted","22",29.018,"under","on","light","white","continuous",300
"310","END",0,"4","amber","flashing","2","right","left","spotted","22",29.018,"under","on","control","amber","flashing",300
"311","END",0,"5","blue","flashing","2","left","right","spotted","22",29.018,"under","on","light","blue","flashing",300
"312","END",0,"2","green","flashing","2","right","left","spotted","22",29.018,"under","on","control","green","flashing",300
"313","END",0,"6","red","flashing","2","right","left","spotted","22",29.018,"under","on","control","red","flashing",300
"314","END",0,"3","royalblue","flashing","2","left","right","spotted","22",29.018,"under","on","light","royalblue","flashing",300
"315","END",0,"1","white","flashing","2","left","right","spotted","22",29.018,"under","on","light","white","flashing",300
"316","END",0,"1","green","continuous","2","right","left","spotted","23",48.91,"over","on","light","green","continuous",300
"317","END",0,"5","red","continuous","2","right","left","spotted","23",48.91,"over","on","light","red","continuous",300
"318","END",0,"2","royalblue","continuous","2","left","right","spotted","23",48.91,"over","on","control","royalblue","continuous",300
"319","END",0,"6","amber","flashing","1","left","right","spotted","23",48.91,"over","on","control","amber","flashing",300
"320","END",0,"4","blue","flashing","1","left","right","spotted","23",48.91,"over","on","control","blue","flashing",300
"321","END",0,"5","green","flashing","1","right","left","spotted","23",48.91,"over","on","light","green","flashing",300
"322","END",0,"3","red","flashing","1","right","left","spotted","23",48.91,"over","on","light","red","flashing",300
"323","END",0,"2","royalblue","flashing","1","left","right","spotted","23",48.91,"over","on","control","royalblue","flashing",300
"324","END",0,"4","royalblue","continuous","2","right","left","blonde","24",24.916,"under","on","light","royalblue","continuous",300
"325","END",0,"6","red","flashing","1","right","left","blonde","24",24.916,"under","on","light","red","flashing",300
"326","END",0,"4","royalblue","flashing","1","right","left","blonde","24",24.916,"under","on","light","royalblue","flashing",300
"327","END",0,"2","blue","continuous","1","left","right","blonde","25",28.174,"under","on","light","blue","continuous",300
"328","END",0,"3","green","continuous","1","right","left","blonde","25",28.174,"under","on","control","green","continuous",300
"329","END",0,"6","red","continuous","1","left","right","blonde","25",28.174,"under","on","light","red","continuous",300
"330","END",0,"4","royalblue","continuous","1","left","right","blonde","25",28.174,"under","on","light","royalblue","continuous",300
"331","END",0,"5","white","continuous","1","right","left","blonde","25",28.174,"under","on","control","white","continuous",300
"332","END",0,"6","white","flashing","2","left","right","blonde","25",28.174,"under","on","control","white","flashing",300
"333","END",0,"6","amber","continuous","2","right","left","blonde","26",20.015,"under","on","light","amber","continuous",300
"334","END",0,"3","blue","continuous","2","left","right","blonde","26",20.015,"under","on","control","blue","continuous",300
"335","END",0,"2","green","continuous","2","right","left","blonde","26",20.015,"under","on","light","green","continuous",300
"336","END",0,"5","red","continuous","2","left","right","blonde","26",20.015,"under","on","control","red","continuous",300
"337","END",0,"4","royalblue","continuous","2","right","left","blonde","26",20.015,"under","on","light","royalblue","continuous",300
"338","END",0,"6","amber","flashing","1","right","left","blonde","26",20.015,"under","on","light","amber","flashing",300
"339","END",0,"2","green","flashing","1","right","left","blonde","26",20.015,"under","on","light","green","flashing",300
"340","END",0,"3","red","flashing","1","left","right","blonde","26",20.015,"under","on","control","red","flashing",300
"341","END",0,"4","royalblue","flashing","1","right","left","blonde","26",20.015,"under","on","light","royalblue","flashing",300
"342","END",0,"5","white","flashing","1","left","right","blonde","26",20.015,"under","on","control","white","flashing",300
"343","END",0,"4","amber","continuous","2","left","right","spotted","27",24.797,"under","on","light","amber","continuous",300
"344","END",0,"3","blue","continuous","2","right","left","spotted","27",24.797,"under","on","control","blue","continuous",300
"345","END",0,"6","green","continuous","2","left","right","spotted","27",24.797,"under","on","light","green","continuous",300
"346","END",0,"1","red","continuous","2","right","left","spotted","27",24.797,"under","on","control","red","continuous",300
"347","END",0,"2","royalblue","continuous","2","left","right","spotted","27",24.797,"under","on","light","royalblue","continuous",300
"348","END",0,"5","white","continuous","2","right","left","spotted","27",24.797,"under","on","control","white","continuous",300
"349","END",0,"3","amber","flashing","1","right","left","spotted","27",24.797,"under","on","light","amber","flashing",300
"350","END",0,"6","blue","flashing","1","left","right","spotted","27",24.797,"under","on","control","blue","flashing",300
"351","END",0,"4","green","flashing","1","left","right","spotted","27",24.797,"under","on","control","green","flashing",300
"352","END",0,"5","red","flashing","1","right","left","spotted","27",24.797,"under","on","light","red","flashing",300
"353","END",0,"1","royalblue","flashing","1","right","left","spotted","27",24.797,"under","on","light","royalblue","flashing",300
"354","END",0,"2","white","flashing","1","left","right","spotted","27",24.797,"under","on","control","white","flashing",300
"1100","active",16,"1","blue","continuous","2","right","left","spotted","2",33.627,"under","off","both","off","off",0
"2100","active",22,"5","green","continuous","2","right","left","spotted","2",33.627,"under","off","both","off","off",0
"355","active",16,"3","red","continuous","2","right","left","spotted","2",33.627,"under","off","both","off","off",0
"410","active",28,"2","royalblue","continuous","2","left","right","spotted","2",33.627,"under","off","both","off","off",0
"510","active",22,"4","white","continuous","2","left","right","spotted","2",33.627,"under","off","both","off","off",0
"610","active",16,"2","amber","flashing","1","right","left","spotted","2",33.627,"under","off","both","off","off",0
"710","active",24,"2","blue","flashing","1","left","right","spotted","2",33.627,"under","off","both","off","off",0
"810","active",24,"6","green","flashing","1","left","right","spotted","2",33.627,"under","off","both","off","off",0
"910","active",16,"1","red","flashing","1","right","left","spotted","2",33.627,"under","off","both","off","off",0
"1010","active",24,"4","white","flashing","1","left","right","spotted","2",33.627,"under","off","both","off","off",0
"1210","active",28,"4","amber","flashing","2","left","right","blonde","6",15.871,"under","off","both","off","off",0
"1310","active",22,"1","blue","flashing","2","right","left","blonde","6",15.871,"under","off","both","off","off",0
"1410","active",22,"3","green","flashing","2","right","left","blonde","6",15.871,"under","off","both","off","off",0
"1510","active",24,"2","royalblue","flashing","2","left","right","blonde","6",15.871,"under","off","both","off","off",0
"1610","active",28,"1","green","continuous","1","left","right","blonde","8",23.02,"under","off","both","off","off",0
"1710","active",26,"2","royalblue","flashing","2","left","right","blonde","8",23.02,"under","off","both","off","off",0
"1810","active",10,"1","white","flashing","1","right","left","spotted","10",33.765,"under","off","both","off","off",0
"1910","active",22,"5","blue","continuous","1","left","right","blonde","14",19.584,"under","off","both","off","off",0
"2010","active",26,"3","green","continuous","1","left","right","blonde","14",19.584,"under","off","both","off","off",0
"2110","active",24,"1","royalblue","continuous","1","left","right","blonde","14",19.584,"under","off","both","off","off",0
"2210","active",14,"2","white","continuous","1","right","left","blonde","14",19.584,"under","off","both","off","off",0
"2310","active",28,"1","green","flashing","2","left","right","blonde","14",19.584,"under","off","both","off","off",0
"2410","active",22,"1","blue","continuous","2","right","left","blonde","15",18.886,"under","off","both","off","off",0
"2510","active",10,"2","white","continuous","2","left","right","blonde","15",18.886,"under","off","both","off","off",0
"2610","active",12,"1","royalblue","flashing","1","right","left","blonde","15",18.886,"under","off","both","off","off",0
"2710","active",26,"1","white","flashing","2","left","right","blonde","16",16.53,"under","off","both","off","off",0
"2810","active",16,"1","blue","continuous","2","right","left","blonde","19",28.603,"under","off","both","off","off",0
"2910","active",12,"3","green","continuous","2","right","left","blonde","19",28.603,"under","off","both","off","off",0
"3010","active",24,"4","white","continuous","2","left","right","blonde","19",28.603,"under","off","both","off","off",0
"3110","active",22,"5","blue","flashing","1","right","left","blonde","19",28.603,"under","off","both","off","off",0
"3210","active",22,"2","green","flashing","1","left","right","blonde","19",28.603,"under","off","both","off","off",0
"3310","active",26,"1","red","flashing","1","right","left","blonde","19",28.603,"under","off","both","off","off",0
"3410","active",26,"6","white","flashing","1","left","right","blonde","19",28.603,"under","off","both","off","off",0
"356","active",22,"6","green","continuous","2","right","left","blonde","24",24.916,"under","off","both","off","off",0
"361","active",24,"2","blue","flashing","1","right","left","blonde","24",24.916,"under","off","both","off","off",0
"371","active",24,"1","green","flashing","1","left","right","blonde","24",24.916,"under","off","both","off","off",0
"741","active",0,"2","royalblue","continuous","2","left","right","blonde","19",28.603,"under","off","both","off","off",0
"1110","active",24,"4","amber","flashing","2","left","right","blonde","6",15.871,"under","on","both","amber","flashing",0
"381","active",21,"1","blue","continuous","2","right","left","spotted","2",33.627,"under","on","both","blue","continuous",0
"391","active",21,"3","red","continuous","2","right","left","spotted","2",33.627,"under","on","both","red","continuous",0
"401","active",23,"2","royalblue","continuous","2","left","right","spotted","2",33.627,"under","on","both","royalblue","continuous",0
"411","active",21,"2","amber","flashing","1","right","left","spotted","2",33.627,"under","on","both","amber","flashing",0
"421","active",15,"2","blue","flashing","1","left","right","spotted","2",33.627,"under","on","both","blue","flashing",0
"431","active",21,"6","green","flashing","1","left","right","spotted","2",33.627,"under","on","both","green","flashing",0
"441","active",21,"1","red","flashing","1","right","left","spotted","2",33.627,"under","on","both","red","flashing",0
"451","active",23,"4","white","flashing","1","left","right","spotted","2",33.627,"under","on","both","white","flashing",0
"461","active",25,"1","blue","flashing","2","right","left","blonde","6",15.871,"under","on","both","blue","flashing",0
"471","active",21,"3","green","flashing","2","right","left","blonde","6",15.871,"under","on","both","green","flashing",0
"481","active",17,"2","royalblue","flashing","2","left","right","blonde","6",15.871,"under","on","both","royalblue","flashing",0
"491","active",9,"1","green","continuous","1","left","right","blonde","8",23.02,"under","on","both","green","continuous",0
"501","active",9,"2","royalblue","flashing","2","left","right","blonde","8",23.02,"under","on","both","royalblue","flashing",0
"511","active",25,"1","white","flashing","1","right","left","spotted","10",33.765,"under","on","both","white","flashing",0
"521","active",21,"5","blue","continuous","1","left","right","blonde","14",19.584,"under","on","both","blue","continuous",0
"531","active",23,"3","green","continuous","1","left","right","blonde","14",19.584,"under","on","both","green","continuous",0
"541","active",25,"1","royalblue","continuous","1","left","right","blonde","14",19.584,"under","on","both","royalblue","continuous",0
"551","active",21,"2","white","continuous","1","right","left","blonde","14",19.584,"under","on","both","white","continuous",0
"561","active",25,"1","green","flashing","2","left","right","blonde","14",19.584,"under","on","both","green","flashing",0
"571","active",25,"1","blue","continuous","2","right","left","blonde","15",18.886,"under","on","both","blue","continuous",0
"581","active",21,"2","white","continuous","2","left","right","blonde","15",18.886,"under","on","both","white","continuous",0
"591","active",15,"1","royalblue","flashing","1","right","left","blonde","15",18.886,"under","on","both","royalblue","flashing",0
"601","active",23,"1","white","flashing","2","left","right","blonde","16",16.53,"under","on","both","white","flashing",0
"611","active",21,"3","green","continuous","2","right","left","blonde","19",28.603,"under","on","both","green","continuous",0
"621","active",21,"2","royalblue","continuous","2","left","right","blonde","19",28.603,"under","on","both","royalblue","continuous",0
"631","active",21,"4","white","continuous","2","left","right","blonde","19",28.603,"under","on","both","white","continuous",0
"641","active",21,"5","blue","flashing","1","right","left","blonde","19",28.603,"under","on","both","blue","flashing",0
"651","active",13,"2","green","flashing","1","left","right","blonde","19",28.603,"under","on","both","green","flashing",0
"661","active",23,"1","red","flashing","1","right","left","blonde","19",28.603,"under","on","both","red","flashing",0
"671","active",23,"6","white","flashing","1","left","right","blonde","19",28.603,"under","on","both","white","flashing",0
"681","active",25,"6","green","continuous","2","right","left","blonde","24",24.916,"under","on","both","green","continuous",0
"691","active",21,"2","blue","flashing","1","right","left","blonde","24",24.916,"under","on","both","blue","flashing",0
"701","active",23,"1","green","flashing","1","left","right","blonde","24",24.916,"under","on","both","green","flashing",0
"711","active",0,"5","green","continuous","2","right","left","spotted","2",33.627,"under","on","both","green","continuous",0
"721","active",0,"4","white","continuous","2","left","right","spotted","2",33.627,"under","on","both","white","continuous",0
"731","active",0,"1","blue","continuous","2","right","left","blonde","19",28.603,"under","on","both","blue","continuous",0
"1101","MIDDLE",4,"6","amber","continuous","2","left","right","spotted","1",47.792,"over","off","control","off","off",60.101
"2101","MIDDLE",4,"5","blue","continuous","2","right","left","spotted","1",47.792,"over","off","control","off","off",262.401
"357","MIDDLE",4,"2","green","flashing","2","right","left","spotted","1",47.792,"over","off","control","off","off",193.887
"412","MIDDLE",4,"5","royalblue","flashing","1","left","right","spotted","1",47.792,"over","off","control","off","off",264.705
"512","MIDDLE",4,"6","white","continuous","1","left","right","spotted","3",37.201,"under","off","control","off","off",16.71
"612","MIDDLE",4,"5","white","flashing","2","left","right","spotted","3",37.201,"under","off","control","off","off",300
"712","MIDDLE",3,"3","blue","flashing","2","right","left","spotted","4",32.184,"under","off","control","off","off",10.575
"811","MIDDLE",3,"1","royalblue","continuous","1","left","right","spotted","4",32.184,"under","off","control","off","off",6.39499999999998
"911","MIDDLE",4,"2","white","flashing","2","right","left","blonde","5",53.026,"over","off","control","off","off",192
"1011","MIDDLE",4,"3","blue","continuous","1","left","right","blonde","6",15.871,"under","off","control","off","off",150.628
"1111","MIDDLE",4,"2","blue","continuous","2","left","right","blonde","7",22.092,"under","off","control","off","off",23.391
"1211","MIDDLE",4,"4","green","flashing","1","left","right","blonde","7",22.092,"under","off","control","off","off",272.574
"1311","MIDDLE",4,"4","royalblue","continuous","2","left","right","blonde","7",22.092,"under","off","control","off","off",300
"1411","MIDDLE",4,"3","amber","flashing","2","right","left","blonde","8",23.02,"under","off","control","off","off",20.479
"1511","MIDDLE",4,"2","green","continuous","2","left","right","blonde","9",22.637,"under","off","control","off","off",104.501
"1611","MIDDLE",4,"2","green","flashing","2","left","right","spotted","10",33.765,"under","off","control","off","off",228.467
"1711","MIDDLE",4,"6","blue","continuous","2","right","left","smalleye","12",42.69,"under","off","control","off","off",147.766
"1811","MIDDLE",4,"1","green","flashing","1","left","right","smalleye","12",42.69,"under","off","control","off","off",261.766
"1911","MIDDLE",4,"3","green","continuous","1","right","left","smalleye","13",41.709,"under","off","control","off","off",182.025
"2011","MIDDLE",4,"2","green","flashing","2","left","right","smalleye","13",41.709,"under","off","control","off","off",285.312
"2111","MIDDLE",4,"3","royalblue","flashing","2","left","right","blonde","14",19.584,"under","off","control","off","off",99.711
"2211","MIDDLE",4,"2","blue","flashing","1","left","right","blonde","15",18.886,"under","off","control","off","off",247.241
"2311","MIDDLE",4,"5","red","continuous","2","right","left","blonde","15",18.886,"under","off","control","off","off",285.112
"2411","MIDDLE",4,"3","amber","continuous","1","left","right","blonde","16",16.53,"under","off","control","off","off",292.202
"2511","MIDDLE",4,"3","royalblue","flashing","1","right","left","blonde","19",28.603,"under","off","control","off","off",35.98
"2611","MIDDLE",4,"1","red","flashing","2","left","right","blonde","20",27.627,"under","off","control","off","off",134.053
"2711","MIDDLE",4,"4","white","flashing","2","left","right","blonde","20",27.627,"under","off","control","off","off",29.227
"2811","MIDDLE",3,"1","amber","continuous","2","right","left","spotted","21",31.901,"under","off","control","off","off",62.415
"2911","MIDDLE",3,"3","blue","continuous","2","right","left","spotted","21",31.901,"under","off","control","off","off",200.455
"3011","MIDDLE",4,"5","green","flashing","1","right","left","spotted","21",31.901,"under","off","control","off","off",277.723
"3111","MIDDLE",4,"1","royalblue","flashing","1","right","left","spotted","21",31.901,"under","off","control","off","off",85.548
"3211","MIDDLE",4,"2","white","continuous","2","left","right","spotted","21",31.901,"under","off","control","off","off",128.892
"3311","MIDDLE",4,"4","amber","continuous","2","left","right","spotted","23",48.91,"over","off","control","off","off",281.431
"3411","MIDDLE",2,"6","blue","continuous","2","left","right","spotted","23",48.91,"over","off","control","off","off",220.087
"358","MIDDLE",4,"5","amber","flashing","1","left","right","blonde","24",24.916,"under","off","control","off","off",156.168
"362","MIDDLE",3,"3","white","flashing","1","left","right","blonde","24",24.916,"under","off","control","off","off",102.904
"372","stationary_control_stop",8,"2","green","continuous","1","right","left","spotted","1",47.792,"over","off","control","off","off",23.299
"382","stationary_control_stop",8,"3","red","continuous","2","right","left","spotted","1",47.792,"over","off","control","off","off",58.329
"392","stationary_control_stop",8,"4","red","flashing","1","right","left","spotted","1",47.792,"over","off","control","off","off",86.229
"402","stationary_control_stop",8,"4","royalblue","continuous","2","left","right","spotted","1",47.792,"over","off","control","off","off",96.438
"413","stationary_control_stop",8,"1","white","flashing","2","left","right","spotted","1",47.792,"over","off","control","off","off",30.246
"422","stationary_control_stop",8,"1","amber","flashing","2","left","right","spotted","3",37.201,"under","off","control","off","off",205.76
"432","stationary_control_stop",8,"3","green","flashing","2","left","right","spotted","3",37.201,"under","off","control","off","off",225.435
"442","stationary_control_stop",8,"2","green","flashing","2","right","left","spotted","4",32.184,"under","off","control","off","off",52.466
"452","stationary_control_stop",8,"2","green","continuous","2","left","right","blonde","5",53.026,"over","off","control","off","off",143.433
"462","stationary_control_stop",6,"6","green","continuous","2","left","right","blonde","7",22.092,"under","off","control","off","off",42.759
"472","stationary_control_stop",8,"1","red","flashing","1","left","right","blonde","7",22.092,"under","off","control","off","off",50.715
"482","stationary_control_stop",8,"1","green","continuous","2","left","right","spotted","10",33.765,"under","off","control","off","off",88.671
"492","stationary_control_stop",8,"2","royalblue","continuous","2","right","left","smalleye","12",42.69,"under","off","control","off","off",20.136
"502","stationary_control_stop",8,"5","royalblue","flashing","1","left","right","smalleye","12",42.69,"under","off","control","off","off",49.767
"513","stationary_control_stop",8,"2","white","continuous","1","left","right","smalleye","13",41.709,"under","off","control","off","off",114.714
"522","stationary_control_stop",8,"2","white","flashing","2","right","left","blonde","14",19.584,"under","off","control","off","off",43.9589999999999
"532","stationary_control_stop",8,"4","amber","continuous","2","left","right","blonde","15",18.886,"under","off","control","off","off",78.606
"542","stationary_control_stop",8,"1","blue","continuous","1","left","right","blonde","16",16.53,"under","off","control","off","off",86.088
"552","stationary_control_stop",8,"6","red","continuous","2","left","right","blonde","19",28.603,"under","off","control","off","off",143.69
"562","stationary_control_stop",8,"3","blue","flashing","2","left","right","blonde","20",27.627,"under","off","control","off","off",277.231
"572","stationary_control_stop",8,"3","blue","flashing","1","right","left","spotted","21",31.901,"under","off","control","off","off",93.352
"582","stationary_control_stop",8,"1","white","flashing","1","right","left","spotted","23",48.91,"over","off","control","off","off",30.802
"592","stationary_control_stop",8,"5","red","continuous","2","left","right","blonde","24",24.916,"under","off","control","off","off",119.471
"602","stationary_control_stop",8,"3","white","continuous","2","left","right","blonde","24",24.916,"under","off","control","off","off",51.824
"613","stationary_control_stop",8,"1","blue","flashing","2","left","right","blonde","25",28.174,"under","off","control","off","off",181.381
"622","stationary_control_stop",8,"3","green","flashing","2","left","right","blonde","25",28.174,"under","off","control","off","off",60.438
"632","stationary_control_stop",8,"1","blue","flashing","1","left","right","blonde","26",20.015,"under","off","control","off","off",64.171
"642","stationary_control_stop",8,"1","white","continuous","2","left","right","blonde","26",20.015,"under","off","control","off","off",100.062
"652","MIDDLE",2,"1","white","continuous","1","left","right","spotted","1",47.792,"over","off","light","off","off",156.832
"662","MIDDLE",2,"2","royalblue","flashing","2","right","left","spotted","3",37.201,"under","off","light","off","off",167.179
"672","MIDDLE",2,"2","amber","flashing","2","left","right","spotted","4",32.184,"under","off","light","off","off",81.963
"682","MIDDLE",2,"2","green","flashing","2","right","left","spotted","4",32.184,"under","off","light","off","off",80.495
"692","MIDDLE",2,"1","blue","continuous","2","right","left","blonde","5",53.026,"over","off","light","off","off",201.717
"702","MIDDLE",2,"1","royalblue","flashing","1","left","right","blonde","5",53.026,"over","off","light","off","off",260.775
"713","MIDDLE",2,"1","amber","continuous","2","right","left","blonde","7",22.092,"under","off","light","off","off",135.9
"722","MIDDLE",2,"6","blue","flashing","1","right","left","blonde","7",22.092,"under","off","light","off","off",291.177
"732","MIDDLE",1,"1","green","flashing","2","right","left","blonde","8",23.02,"under","off","light","off","off",72.871
"742","MIDDLE",1,"2","red","continuous","1","right","left","blonde","8",23.02,"under","off","light","off","off",11.403
"751","MIDDLE",6,"1","amber","continuous","2","right","left","blonde","9",22.637,"under","off","light","off","off",233.105
"761","MIDDLE",1,"2","royalblue","continuous","2","right","left","spotted","10",33.765,"under","off","light","off","off",3.267
"771","MIDDLE",2,"5","royalblue","flashing","1","left","right","smalleye","12",42.69,"under","off","light","off","off",195.7
"781","MIDDLE",2,"1","red","continuous","1","right","left","smalleye","13",41.709,"under","off","light","off","off",162.781
"791","MIDDLE",2,"3","royalblue","continuous","2","right","left","blonde","15",18.886,"under","off","light","off","off",97.105
"801","MIDDLE",2,"1","blue","continuous","1","left","right","blonde","20",27.627,"under","off","light","off","off",217.921
"812","MIDDLE",2,"2","red","flashing","1","left","right","spotted","21",31.901,"under","off","light","off","off",300
"821","MIDDLE",2,"4","white","flashing","1","left","right","spotted","21",31.901,"under","off","light","off","off",255.65
"831","MIDDLE",2,"3","white","continuous","2","right","left","spotted","23",48.91,"over","off","light","off","off",300
"841","MIDDLE",2,"1","white","flashing","1","right","left","spotted","23",48.91,"over","off","light","off","off",39.317
"851","MIDDLE",2,"2","amber","continuous","2","right","left","blonde","24",24.916,"under","off","light","off","off",133.289
"861","MIDDLE",2,"4","amber","flashing","2","right","left","blonde","25",28.174,"under","off","light","off","off",77.557
"871","MIDDLE",2,"5","royalblue","flashing","2","right","left","blonde","25",28.174,"under","off","light","off","off",300
"881","stationary_light_stop",6,"6","amber","continuous","2","left","right","spotted","1",47.792,"over","off","light","off","off",51.333
"891","stationary_light_stop",6,"6","amber","flashing","1","right","left","spotted","1",47.792,"over","off","light","off","off",228.534
"901","stationary_light_stop",6,"3","blue","flashing","1","left","right","spotted","1",47.792,"over","off","light","off","off",224.634
"912","stationary_light_stop",6,"3","red","continuous","2","right","left","spotted","1",47.792,"over","off","light","off","off",36.901
"921","stationary_light_stop",6,"1","white","flashing","2","left","right","spotted","1",47.792,"over","off","light","off","off",36.586
"931","stationary_light_stop",6,"5","royalblue","flashing","1","right","left","spotted","2",33.627,"under","off","light","off","off",26.801
"941","stationary_light_stop",6,"5","red","continuous","1","right","left","spotted","3",37.201,"under","off","light","off","off",173.366
"951","stationary_light_stop",6,"4","red","flashing","2","right","left","spotted","3",37.201,"under","off","light","off","off",175
"961","stationary_light_stop",6,"3","blue","flashing","2","right","left","spotted","4",32.184,"under","off","light","off","off",160.049
"971","stationary_light_stop",6,"5","amber","flashing","1","left","right","blonde","5",53.026,"over","off","light","off","off",290.318
"981","stationary_light_stop",6,"3","blue","flashing","1","left","right","blonde","5",53.026,"over","off","light","off","off",17.934
"991","stationary_light_stop",6,"2","white","continuous","1","right","left","blonde","6",15.871,"under","off","light","off","off",55.128
"1001","stationary_light_stop",6,"2","amber","flashing","1","right","left","blonde","7",22.092,"under","off","light","off","off",109.002
"1012","stationary_light_stop",6,"5","red","continuous","2","right","left","blonde","7",22.092,"under","off","light","off","off",135.817
"1021","stationary_light_stop",6,"1","red","flashing","1","left","right","blonde","7",22.092,"under","off","light","off","off",84.267
"1031","stationary_light_stop",6,"3","white","continuous","2","right","left","blonde","7",22.092,"under","off","light","off","off",86.695
"1041","stationary_light_stop",6,"5","blue","flashing","1","right","left","spotted","10",33.765,"under","off","light","off","off",104.934
"1051","stationary_light_stop",6,"1","amber","continuous","1","left","right","smalleye","12",42.69,"under","off","light","off","off",23.202
"1061","stationary_light_stop",6,"6","blue","continuous","2","right","left","smalleye","12",42.69,"under","off","light","off","off",63.47
"1071","stationary_light_stop",6,"2","royalblue","continuous","2","right","left","smalleye","12",42.69,"under","off","light","off","off",20.697
"1081","stationary_light_stop",6,"1","red","flashing","2","right","left","smalleye","13",41.709,"under","off","light","off","off",39.986
"1091","stationary_light_stop",6,"4","red","continuous","1","right","left","blonde","14",19.584,"under","off","light","off","off",91.297
"1102","stationary_light_stop",6,"3","royalblue","flashing","2","left","right","blonde","14",19.584,"under","off","light","off","off",166.61
"1112","stationary_light_stop",6,"2","red","flashing","2","right","left","blonde","16",16.53,"under","off","light","off","off",113.727
"1121","stationary_light_stop",6,"2","white","continuous","2","right","left","blonde","16",16.53,"under","off","light","off","off",151.056
"1131","stationary_light_stop",6,"4","amber","flashing","2","left","right","blonde","19",28.603,"under","off","light","off","off",95.266
"1141","stationary_light_stop",6,"1","red","flashing","2","left","right","blonde","20",27.627,"under","off","light","off","off",27.013
"1151","stationary_light_stop",6,"3","blue","flashing","1","right","left","spotted","21",31.901,"under","off","light","off","off",33.96
"1161","stationary_light_stop",6,"1","amber","continuous","1","right","left","blonde","25",28.174,"under","off","light","off","off",125.829
"1171","END",0,"5","blue","continuous","2","right","left","spotted","1",47.792,"over","on","control","blue","continuous",300
"1181","END",0,"3","blue","flashing","1","left","right","spotted","1",47.792,"over","on","control","blue","flashing",19.9
"1191","END",0,"2","green","continuous","1","right","left","spotted","1",47.792,"over","on","control","green","continuous",149.835
"1201","END",0,"5","royalblue","flashing","1","left","right","spotted","1",47.792,"over","on","control","royalblue","flashing",300
"1212","END",0,"3","green","flashing","2","left","right","spotted","3",37.201,"under","on","control","green","flashing",90.5
"1221","END",0,"6","white","continuous","1","left","right","spotted","3",37.201,"under","on","control","white","continuous",300
